name,retailPrice,customerPrice,qty,color,functional,box
Huawei Honor 7,339.28,352.8,9,Silver,Working,Boxed
Huawei Honor 7,339.28,352.8,1,Gold,Working,Boxed
Huawei Honor 8 32GB Dual Sim,445.11999999999995,458.64,5,Blue,Working,Boxed
Huawei Mate 9 Pro 128gb,856.72,870.2399999999999,2,Gold,Working,Boxed
Kazam Life B2,45.279999999999994,58.8,4,Black,Working,Boxed
LG G2 Mini LTE D620,10.0,23.52,14,Black,Working,Boxed
LG Leon LTE H340N,162.88,176.4,7,Black,Working,Boxed
Marshall London KB-1501,362.8,376.32,30,Black,Working,Boxed
Motorola Defy Mini XT320,80.55999999999999,94.08,1,Black,Working,Boxed
Motorola Nexus 6 32GB XT1100,445.11999999999995,458.64,1,Blue,Working,Boxed
Nokia 301,10.0,23.52,1,Black,Working,Boxed
Nokia Lumia 610,92.32,105.84,1,Black,Working,Boxed
Nokia Lumia 610,92.32,105.84,2,White,Working,Boxed
Nokia Lumia 830,268.71999999999997,282.23999999999995,1,White,Working,Boxed
Samsung B2710,162.88,176.4,1,Black,Working,Boxed
Samsung Galaxy A3 A300FU,292.23999999999995,305.76,1,Black,Working,Boxed
Samsung Galaxy A3 A300FU,292.23999999999995,305.76,1,Gold,Working,Boxed
Samsung Galaxy A5 A500FU,315.76,329.28,2,Black,Working,Boxed
Samsung Galaxy A5 A500FU,315.76,329.28,1,Gold,Working,Boxed
Samsung Galaxy J1 (J100H),198.16,211.68,1,Black,Working,Boxed
Samsung Galaxy J1 (J100H),198.16,211.68,2,White,Working,Boxed
Samsung Galaxy J3 (2016) 8GB J320FN,221.68,235.2,3,Black,Working,Boxed
Samsung Galaxy J3 (2016) 8GB J320FN,221.68,235.2,1,Gold,Working,Boxed
Samsung Galaxy J5 (2016) J510FN,280.48,294.0,1,Gold,Working,Boxed
Samsung Galaxy J5 J500FN,245.2,258.71999999999997,1,Black,Working,Boxed
Samsung Galaxy Mini S5570,87.61599999999999,101.136,1,White,Working,Boxed
Samsung Galaxy S5 Mini G800F,374.56,388.08,1,White,Working,Boxed
Samsung Galaxy S6 128GB G920,715.6,729.12,2,White,Working,Boxed
Samsung Galaxy S6 32GB G920,550.96,564.4799999999999,1,Black,Working,Boxed
Samsung Galaxy S6 64GB G920,586.24,599.76,1,Black,Working,Boxed
Samsung Galaxy S6 Edge+ 32GB G928,715.6,729.12,3,Black,Working,Boxed
